	Line1	Line2	Center	Line3	Line4
858	0.272191278	0.133947976	0.19330811	0.138882891	-0.029527156
858.05	0.385360369	0.183461927	-0.039429825	0.196180919	-0.117023596
858.1	0.477914461	0.189884868	0.035495232	0.250305958	-0.083655006
858.15	0.570469551	0.196322797	0.110436283	0.304416007	-0.050301386
858.2	0.348387641	0.223879717	0.208310326	0.380453066	0.020757263
858.25	0.126290731	0.251450625	0.306200363	0.456490137	0.091814942
858.3	0.00871582	0.389877523	0.404745393	0.565974217	0.02978565
858.35	-0.108843092	0.52831941	0.503291416	0.675473308	-0.032242612
858.4	0.004050996	0.452116286	0.502487433	0.57426441	-0.079028844
858.45	0.116945084	0.375928151	0.501683442	0.473054522	-0.125829047
858.5	0.35448917	0.388729006	0.343179444	0.319965645	0.03972678
858.55	0.592032256	0.40154585	0.18467544	0.166876778	0.205282637
858.6	0.514741342	0.349298684	0.040515429	0.003838922	0.175068524
858.65	0.437449427	0.297051506	-0.103660589	-0.159198924	0.144854439
858.7	0.284215511	0.323814318	0.027401385	-0.051546759	0.228257385
858.75	0.130981595	0.35057712	0.158463354	0.056091417	0.31164436
858.8	0.125757678	0.30528791	0.282507315	0.133364602	0.287152365
858.85	0.120517761	0.26001369	0.406550269	0.210621799	0.2626604
858.9	0.234312843	0.329974459	0.578094216	0.270424006	0.246393464
858.95	0.348106925	0.399934217	0.749638157	0.330225223	0.230140558
859	0.476047006	0.393905965	0.685998091	0.364239451	0.306616681
859.05	0.603986086	0.387862702	0.622358017	0.398253689	0.383091834
859.1	0.372215166	0.286634428	0.499986937	0.252747938	0.358081017
859.15	0.140459245	0.185391143	0.37761585	0.107227198	0.33308523
859.2	-0.140994676	0.271220848	0.357264756	0.032950468	0.224426472
859.25	-0.422433598	0.357050542	0.336898656	-0.041312252	0.115766743
859.3	-0.157973521	0.353036225	0.269932548	0.05596504	0.004270045
859.35	0.106471556	0.349021898	0.202950434	0.153242341	-0.107242625
859.4	0.334264633	0.25356156	0.142606312	0.231079653	-0.107336264
859.45	0.562041709	0.158086211	0.082262184	0.308932976	-0.107428874
859.5	0.581231784	0.236514851	0.191916049	0.469778309	0.010062546
859.55	0.600437858	0.314943481	0.301554907	0.630623653	0.127553996
859.6	0.395780932	0.4495401	0.340515758	0.598598007	0.126972475
859.65	0.191140006	0.584136708	0.379459602	0.566572372	0.126391984
859.7	-0.052730921	0.490141305	0.45903944	0.633575747	0.152223522
859.75	-0.296587849	0.396130892	0.53861827	0.700565132	0.17807109
859.8	-0.087196777	0.449748468	0.522463094	0.484365529	0.234313688
859.85	0.122194294	0.503382034	0.50629291	0.268165935	0.290572315
859.9	0.495907365	0.425835588	0.24566272	0.062938353	0.201581972
859.95	0.869620435	0.348289132	-0.014968477	-0.142305219	0.112591659
860	0.708313505	0.328710665	0.109532319	-0.076491781	0.235805375
860.05	0.546992573	0.309117188	0.234048108	-0.010677332	0.359019121
860.1	0.267842642	0.2788117	0.303555891	0.104162127	0.458290897
860.15	-0.01132229	0.248506201	0.373048666	0.218987597	0.557563702
860.2	0.010598777	0.261352691	0.511450435	0.320980077	0.413169537
860.25	0.032535843	0.27418417	0.649867196	0.422956568	0.268759401
860.3	0.13740391	0.213254639	0.717513951	0.47728107	0.276601295
860.35	0.242286975	0.152340097	0.785144699	0.531589582	0.284428219
860.4	0.34059404	0.196466545	0.61795844	0.334082104	0.373691173
860.45	0.438916104	0.240608981	0.450772174	0.136575637	0.462970156
860.5	0.449973168	0.243048407	0.398667902	0.091946181	0.363253168
860.55	0.461031231	0.245473823	0.346563622	0.047316735	0.263551211
860.6	0.127056294	0.331989227	0.206690335	0.2546713	0.014313283
860.65	-0.206902644	0.418489621	0.066817042	0.462010875	-0.234923616
860.7	-0.003295583	0.274308004	0.173098742	0.56215646	-0.141342484
860.75	0.200312478	0.130126376	0.279380435	0.662288056	-0.047776324
860.8	0.442769539	0.076154738	0.267589121	0.733594663	0.147810867
860.85	0.685225598	0.022198089	0.2558138	0.80491728	0.343382087
860.9	0.682458658	0.270136429	0.358723472	0.599185908	0.461042337
860.95	0.679675716	0.518089759	0.461648137	0.393454546	0.578701616
861	0.557401774	0.516868077	0.522565796	0.384683195	0.394909926
861.05	0.435142832	0.515630385	0.583467447	0.375911854	0.211102264
861.1	0.285845889	0.470813683	0.468130092	0.412154524	0.307124633
861.15	0.136547945	0.425981969	0.35279373	0.448382204	0.403148031
861.2	0.236976001	0.389969245	0.228285361	0.314137895	0.364115458
861.25	0.337404056	0.35395651	0.103792985	0.179878596	0.325068916
861.3	0.330303111	0.347317765	0.166602602	0.119975308	0.329371403
861.35	0.323187165	0.340679008	0.229397213	0.060057031	0.333673919
861.4	0.439835218	0.357782241	0.186782816	0.057938763	0.385217466
861.45	0.556483271	0.374885464	0.144169413	0.055820507	0.436747041
861.5	0.417820323	0.402639675	0.335839002	0.223563261	0.380609647
861.55	0.279158375	0.430393876	0.527493585	0.391322025	0.324472282
861.6	0.154763426	0.312716066	0.607499161	0.4750348	0.296227947
861.65	0.030353477	0.195038245	0.68752073	0.558762586	0.267984641
861.7	0.250318527	0.105071414	0.574701292	0.580905382	0.290094365
861.75	0.470268576	0.015118572	0.461881847	0.603064188	0.312189119
861.8	0.459978625	0.096430719	0.433687396	0.384989005	0.297219903
861.85	0.449688673	0.177758856	0.405493937	0.166912833	0.282251716
861.9	0.477133721	0.285681981	0.264140472	0.097168671	0.236688558
861.95	0.504578768	0.393606096	0.122772	0.02743852	0.191141431
862	0.525553815	0.345554201	0.050509521	0.210516379	0.043009332
862.05	0.546513861	0.297502294	-0.021751965	0.393594248	-0.105137736
862.1	0.354476906	0.284820377	0.077983542	0.504605129	0.027339225
862.15	0.162438951	0.272138449	0.177735042	0.615616019	0.159800216
862.2	0.229419996	0.449917511	0.380360535	0.674593921	0.247539237
862.25	0.296401039	0.627695562	0.582970022	0.733587832	0.335277287
862.3	0.396447082	0.589729602	0.599453502	0.655984755	0.364712366
862.35	0.496493125	0.551779631	0.615921974	0.578366687	0.394161476
862.4	0.548841167	0.508564649	0.49242144	0.443802631	0.489910615
862.45	0.601173208	0.465349657	0.368935899	0.309237584	0.585660784
862.5	0.419252249	0.385849654	0.170102351	0.182272549	0.519803982
862.55	0.23734629	0.306364641	-0.028730204	0.055322524	0.45394721
862.6	0.232336329	0.288524616	0.073339235	0.124158509	0.321394468
862.65	0.227326368	0.270670581	0.175393666	0.192993505	0.188842755
862.7	0.389643407	0.259498536	0.257887091	0.166126511	0.242600072
862.75	0.551961445	0.248312479	0.340364508	0.139258528	0.296372418
862.8	0.572493482	0.412006412	0.437963919	0.187998556	0.259782795
862.85	0.593026519	0.575701334	0.535547323	0.236753594	0.2231922
862.9	0.588992556	0.425522245	0.48371772	0.388795642	0.320071636
862.95	0.584958591	0.275328146	0.43190211	0.540852701	0.416950101
863	0.410179626	0.200390036	0.454642494	0.523780771	0.452396596
863.05	0.235414661	0.125451915	0.47739687	0.506724851	0.48784412
863.1	0.189495695	0.165351783	0.51049724	0.474256941	0.396719674
863.15	0.143591728	0.205266641	0.543597602	0.441790042	0.305594258
863.2	0.261628761	0.151721488	0.416586958	0.481466154	0.168678871
863.25	0.379679793	0.098176324	0.289576307	0.521142276	0.031762514
863.3	0.462712825	0.15518115	0.246840649	0.492199409	0.061045187
863.35	0.545730856	0.212170965	0.204088984	0.463241552	0.090311889
863.4	0.437036887	0.271189769	0.152808312	0.447848706	0.143291621
863.45	0.328327917	0.330192562	0.101542634	0.43245587	0.196256382
863.5	0.104230946	0.451803345	0.155318948	0.484965045	0.127745174
863.55	-0.119865025	0.573414117	0.209109256	0.53747323	0.059233994
863.6	-0.013515997	0.484940878	0.318656556	0.626969426	0.069763845
863.65	0.092817031	0.396483629	0.42821785	0.716465632	0.080308725
863.7	0.347160058	0.348630368	0.396911137	0.679496849	0.228487635
863.75	0.601518085	0.300761097	0.365619417	0.642513076	0.376667574
863.8	0.719936111	0.221153816	0.209387691	0.405975314	0.330541543
863.85	0.838354136	0.141531523	0.053156957	0.169421562	0.284415542
863.9	0.596649161	0.23613422	0.159102216	0.105703821	0.23136157
863.95	0.354945185	0.330735907	0.265032469	0.041987091	0.178292628
864	0.281346209	0.302749582	0.334250715	0.040617371	0.287959715
864.05	0.207763232	0.274747247	0.403467953	0.039231661	0.397625833
864.1	0.280969254	0.297907901	0.438613185	0.073811962	0.27638098
864.15	0.354190276	0.321068544	0.47375741	0.108407274	0.155136156
864.2	0.472104298	0.194998177	0.493765629	0.340374596	0.165635362
864.25	0.590004319	0.068927798	0.51375884	0.572356928	0.176134598
864.3	0.511293339	0.07261741	0.423155044	0.403415271	0.193607863
864.35	0.432583358	0.07630801	0.332537242	0.234488625	0.211080159
864.4	0.172323377	0.1250886	0.350714433	0.238184989	0.206168483
864.45	-0.087950604	0.173868179	0.368875616	0.241866363	0.201256838
864.5	-0.012532586	0.198142747	0.288175793	0.257860749	0.165934222
864.55	0.062886431	0.222417304	0.207459963	0.273840144	0.130627635
864.6	0.326201448	0.041567851	0.254659126	0.37471955	0.142470078
864.65	0.589532464	-0.139266613	0.301843283	0.475583967	0.154327551
864.7	0.74562448	-0.033144087	0.181684432	0.578462394	0.180376054
864.75	0.901731495	0.072978427	0.061539574	0.681324832	0.206409586
864.8	0.56172951	0.311241931	-0.04084329	0.61109228	0.199087148
864.85	0.221743524	0.549520424	-0.143225161	0.540844739	0.191764739
864.9	0.048168537	0.494632907	-0.098056039	0.496918208	0.048548361
864.95	-0.12539045	0.439744379	-0.052885924	0.452976688	-0.094668989
865	0.044053562	0.36987184	0.036473184	0.415794179	0.025465692
865.05	0.213511574	0.30001429	0.125847285	0.378612679	0.145599402
865.1	0.362355585	0.05788573	0.047603379	0.177795191	0.239275141
865.15	0.511214595	-0.184242842	-0.030655533	-0.023037287	0.332950911
865.2	0.617990605	-0.115657423	0.067996547	0.042442245	0.34598371
865.25	0.724765614	-0.047087016	0.166632621	0.107920788	0.359001538
865.3	0.603529623	0.045424381	0.125559688	0.070129341	0.347102397
865.35	0.482292631	0.137920767	0.084471748	0.032336905	0.335218284
865.4	0.209978639	0.247095142	0.155397801	0.15758448	0.253829202
865.45	-0.062319354	0.356253507	0.226308847	0.282848065	0.172441149
865.5	0.001105653	0.30730086	0.317117886	0.38079766	0.160084126
865.55	0.064530658	0.258333203	0.407925919	0.478762266	0.147727132
865.6	0.198604664	0.203551536	0.426163944	0.257757883	0.228127169
865.65	0.332677669	0.148754858	0.444416963	0.03675351	0.308513234
865.7	0.395278673	0.140466168	0.515983975	-0.016235852	0.24647333
865.75	0.457880676	0.132193469	0.58755198	-0.069226204	0.184433455
865.8	0.452625679	0.137500758	0.508498978	-0.011498545	0.241259609
865.85	0.447371682	0.142824037	0.429431969	0.046244124	0.298100794
865.9	0.318291684	0.026030305	0.358283953	0.203627803	0.201592008
865.95	0.189227685	-0.090747438	0.287134931	0.361010494	0.105098251
866	0.237668686	-0.062140191	0.263502901	0.567450194	0.224790524
866.05	0.286109686	-0.033516955	0.239870865	0.773890906	0.344482827
866.1	0.379075686	0.12742927	0.178899821	0.771269627	0.33096616
866.15	0.472041685	0.288361484	0.117929771	0.76864936	0.317464522
866.2	0.555700683	0.322675688	0.059506714	0.620094103	0.365852914
866.25	0.639343681	0.356989881	0.00108465	0.471522856	0.414256335
866.3	0.452600678	0.369499063	-0.06342642	0.25654562	0.494138786
866.35	0.265858675	0.382009235	-0.127936498	0.041568394	0.574021267
866.4	0.228560671	0.269304396	-0.160709583	-0.013023821	0.410861777
866.45	0.191262667	0.156585546	-0.193496674	-0.067616026	0.247702317
866.5	0.208666662	0.249249685	0.034793228	-0.04025222	0.241281887
866.55	0.226071656	0.341912814	0.263083123	-0.012874403	0.234860486
866.6	0.40752365	0.246771932	0.27523301	0.028389424	0.318237115
866.65	0.588960644	0.151630039	0.287396892	0.069638261	0.401614774
866.7	0.468441636	0.113587136	0.331284766	0.155472109	0.393438462
866.75	0.347921628	0.075560221	0.375187633	0.241322968	0.38526318
866.8	0.30145362	0.094859296	0.425209493	0.343666837	0.377712927
866.85	0.254969611	0.114159361	0.475231347	0.446026716	0.370162704
866.9	0.088230602	0.102559414	0.347747194	0.303361606	0.340731511
866.95	-0.078492409	0.090944457	0.220279033	0.160695507	0.311300347
867	0.088341581	0.191970489	0.304723866	0.050226418	0.225335214
867.05	0.255191569	0.292995511	0.389154692	-0.06024366	0.139371109
867.1	0.428800558	0.292565522	0.155759512	-0.060376728	0.018646035
867.15	0.602393545	0.292135522	-0.077650676	-0.060509785	-0.10206301
867.2	0.595567532	0.170443511	-0.030329871	0.043208168	0.022680974
867.25	0.588741519	0.04876749	0.016975928	0.146911132	0.147424988
867.3	0.439978504	0.066296457	0.070063719	0.287525106	0.148420032
867.35	0.29122949	0.083826415	0.123137504	0.428139091	0.149400106
867.4	0.068186474	0.221594361	0.227526282	0.620358086	0.201253209
867.45	-0.154871541	0.359348297	0.331900053	0.812577092	0.253090342
867.5	0.062773442	0.247651222	0.453072817	0.766988108	0.236400504
867.55	0.280419425	0.135938136	0.574230574	0.721384135	0.219710696
867.6	0.442523408	0.305323039	0.464905325	0.604063172	0.350893918
867.65	0.604642389	0.474692932	0.355564068	0.48674222	0.48207817
867.7	0.580375371	0.446277814	0.161062805	0.264930279	0.398432451
867.75	0.556108351	0.417862686	-0.033452465	0.043132348	0.314787761
867.8	0.429272332	0.344861546	0.019941257	-0.018768573	0.335619101
867.85	0.302450311	0.271860396	0.073319973	-0.080669483	0.356436471
867.9	0.25024429	0.259116235	0.219547682	-0.013968382	0.338021871
867.95	0.198054269	0.246357064	0.365760385	0.052731729	0.3196083
868	0.336400246	0.312470882	0.46172608	0.10948385	0.264237759
868.05	0.474746224	0.378583689	0.557691768	0.166234982	0.208868248
868.1	0.5430692	0.340250485	0.59991645	0.227488125	0.296304766
868.15	0.611408176	0.30191727	0.642141125	0.288741278	0.383756314
868.2	0.565061152	0.284519045	0.637733792	0.243961441	0.386308891
868.25	0.518730127	0.267120809	0.633327453	0.199196616	0.388860498
868.3	0.202135101	0.262158563	0.602508107	0.1917848	0.331339135
868.35	-0.114444925	0.257211306	0.571688754	0.184372995	0.273832801
868.4	-0.080880952	0.238898038	0.368200395	0.198355201	0.157442497
868.45	-0.047331979	0.220568759	0.164728028	0.212336417	0.041037223
868.5	0.231714993	0.063903469	0.184536655	0.317885644	-0.038915022
868.55	0.510776965	-0.092760831	0.204361274	0.423419881	-0.118867237
868.6	0.516630936	0.107995858	0.139513887	0.500710129	0.024661578
868.65	0.522484906	0.308736537	0.074652493	0.578000387	0.168174422
868.7	0.323260876	0.508303204	0.166971092	0.646897656	0.248088296
868.75	0.124020845	0.707884861	0.259289684	0.715810935	0.328003199
868.8	0.058478814	0.700053507	0.384399269	0.697413225	0.275517132
868.85	-0.007048218	0.692238143	0.509493848	0.679030526	0.223016095
868.9	0.16303675	0.638310768	0.505728419	0.648731837	0.364393087
868.95	0.333105717	0.584382382	0.501962984	0.618417158	0.505785109
869	0.523422683	0.446240985	0.303448542	0.37942249	0.430960161
869.05	0.713724649	0.308084578	0.104920092	0.140413832	0.356135243
869.1	0.676624614	0.298972159	0.175662636	-0.012489815	0.278640354
869.15	0.639509579	0.289874731	0.246421173	-0.165409451	0.201145494
869.2	0.437600543	0.332916291	0.316934704	-0.087127077	0.251458664
869.25	0.235675506	0.375973841	0.387448227	-0.008860693	0.301770864
869.3	0.150586469	0.37310138	0.549072743	0.133401702	0.235079094
869.35	0.065513432	0.370228908	0.710697253	0.275664108	0.168387353
869.4	0.258043393	0.280473426	0.780706756	0.407703524	0.323009642
869.45	0.450588355	0.190717932	0.850717251	0.539726951	0.47763096
869.5	0.605779315	0.138194428	0.70014674	0.500333388	0.571935308
869.55	0.760971275	0.085654914	0.549561222	0.460939836	0.666239686
869.6	0.604654235	0.179523389	0.512789698	0.281897294	0.497985094
869.65	0.448338194	0.273391852	0.476019166	0.102855762	0.329731531
869.7	0.277892152	0.349972306	0.349984627	0.150742242	0.212868997
869.75	0.10744511	0.426552748	0.223950082	0.198628731	0.096006494
869.8	0.089633067	0.24251318	0.262573529	0.452769232	0.089267019
869.85	0.071805024	0.058473601	0.30119597	0.706908742	0.082527575
869.9	0.15451698	0.010359011	0.320242404	0.729130264	0.14637516
869.95	0.237214935	-0.037740589	0.339302831	0.751351795	0.210207775
870	0.34203689	0.2854218	0.370663251	0.594755338	0.22161042
870.05	0.446858845	0.608599178	0.402037664	0.438158891	0.233014094
870.1	0.389007798	0.631880545	0.344179071	0.393135454	0.190782798
870.15	0.331155752	0.655162902	0.28632147	0.348111028	0.148551531
870.2	0.218387704	0.611854248	0.282798863	0.300309612	0.243985294
870.25	0.105619656	0.568546583	0.279292249	0.252494207	0.339418087
870.3	0.249534608	0.451721908	0.225691628	0.251948813	0.392401909
870.35	0.393450559	0.334912222	0.172105	0.251389429	0.445385761
870.4	0.528317509	0.248970525	0.272175365	0.224111055	0.383317643
870.45	0.663199459	0.163044817	0.372260723	0.196818692	0.321265554
870.5	0.648789408	0.126466099	0.394953074	0.07556134	0.398327495
870.55	0.634395357	0.08987237	0.417661419	-0.045680002	0.475405466
870.6	0.373693305	0.31055563	0.535385756	0.054895666	0.406273466
870.65	0.113006252	0.53123988	0.653125087	0.155471345	0.337140496
870.7	0.024240199	0.430742119	0.584128411	0.314198035	0.270816555
870.75	-0.064525855	0.330259347	0.515130728	0.472908735	0.204506644
870.8	0.063185091	0.208994564	0.514203038	0.482206446	0.184919763
870.85	0.190880036	0.087728771	0.513290341	0.491504167	0.165347912
870.9	0.297899981	0.117952967	0.510042637	0.314903899	0.13250109
870.95	0.404918925	0.148177152	0.506810927	0.138288641	0.099655297
871	0.605352868	0.190287326	0.327492209	0.228533394	0.125218535
871.05	0.805786811	0.23238249	0.148188485	0.318779157	0.150782802
871.1	0.654032754	0.184588643	0.242597754	0.383984931	0.132585098
871.15	0.502293695	0.136778785	0.337007015	0.449205715	0.114386425
871.2	0.177641637	0.183588917	0.32793027	0.51409151	0.02778278
871.25	-0.147009423	0.230414038	0.318854519	0.578991315	-0.058819834
871.3	-0.128780483	0.371676148	0.39895076	0.677568131	-0.002631419
871.35	-0.110536543	0.512938247	0.479045994	0.776144957	0.053557026
871.4	0.024085396	0.432948336	0.449050222	0.605709794	0.0816085
871.45	0.158708334	0.352957414	0.419054442	0.435258642	0.109660005
871.5	0.250866272	0.300784481	0.345799656	0.372794499	0.227051538
871.55	0.343023209	0.248625538	0.272544863	0.310329368	0.344443102
871.6	0.251999145	0.117732583	0.127894063	0.234941247	0.232266695
871.65	0.160959081	-0.013146381	-0.016755744	0.159567136	0.120105317
871.7	0.174443017	0.061709643	0.121079442	0.247128036	0.09810797
871.75	0.187925952	0.136564657	0.258929622	0.334702947	0.076110652
871.8	0.324760886	0.070307659	0.339681794	0.274694868	0.040853363
871.85	0.46159682	0.004065652	0.42043396	0.2146718	0.005612105
871.9	0.523556753	0.044619633	0.434154118	0.246750742	0.057878875
871.95	0.585532685	0.085173604	0.44787427	0.278814694	0.110161676
872	0.317338617	0.225168564	0.416017415	0.325130657	0.366134506
872.05	0.049144549	0.365179513	0.384159553	0.371445631	0.622121366
872.1	0.00229448	0.337175452	0.422858684	0.361456615	0.472439255
872.15	-0.04457159	0.30918738	0.461556809	0.35145161	0.322756174
872.2	-0.11801766	0.257287297	0.437511926	0.294160615	0.296701123
872.25	-0.191463731	0.205373203	0.413482037	0.236868631	0.270645102
872.3	-0.097886802	0.185777099	0.39320614	0.222378657	0.08038911
872.35	-0.004310874	0.166180984	0.372914237	0.207887694	-0.109850853
872.4	0.254488053	-0.085700142	0.208793327	0.232978741	-0.147701786
872.45	0.51330198	-0.337565278	0.04467241	0.258068799	-0.185567689
872.5	0.441549906	-0.234679425	0.034451486	0.412080867	-0.131697562
872.55	0.369797832	-0.131778583	0.024230555	0.566092946	-0.077827406
872.6	0.078943757	0.057976248	0.105806618	0.482114036	-0.04361122
872.65	-0.211924319	0.247745069	0.187382673	0.398120135	-0.009379004
872.7	-0.267960395	0.269393879	0.255576722	0.377235246	0.045300241
872.75	-0.323996471	0.291026678	0.323770764	0.356336367	0.099978515
872.8	-0.140225548	0.248816466	0.302075798	0.313632498	0.24021382
872.85	0.043546374	0.206606244	0.280379826	0.27092864	0.380448154
872.9	0.204963296	0.174132011	0.115266848	0.093626793	0.257926518
872.95	0.366380217	0.141656768	-0.049830138	-0.083690044	0.135389911
873	0.301799137	0.188481513	-0.010384131	0.037881129	0.166601334
873.05	0.237219057	0.235307248	0.02906287	0.159453313	0.197796787
873.1	0.152099977	0.279125972	0.237591863	0.199238508	0.325535269
873.15	0.066980896	0.322929686	0.44612085	0.239008713	0.453272781
873.2	0.093967814	0.341663388	0.64807383	0.373870929	0.314714322
873.25	0.120954732	0.36038208	0.850041803	0.508733155	0.176171894
873.3	0.193275649	0.212107762	0.724326769	0.577083391	0.233750494
873.35	0.265596565	0.063834432	0.598611728	0.645417638	0.291344125
873.4	0.255016481	0.123842092	0.52169468	0.468542896	0.227660785
873.45	0.244437397	0.183850741	0.444762626	0.291668164	0.163961475
873.5	0.108643311	0.297753379	0.397416564	0.125597443	0.111875194
873.55	-0.027149774	0.411672007	0.350071496	-0.040474268	0.059773943
873.6	-0.096567861	0.336441624	0.205390421	0.088331032	0.037899722
873.65	-0.165985948	0.26121123	0.060724339	0.217135342	0.01602553
873.7	0.077339965	0.091162826	0.06107725	0.310372663	0.014751368
873.75	0.320681877	-0.078900589	0.061430154	0.403608995	0.013491236
873.8	0.240369788	-0.117723015	0.101930051	0.492069336	0.082957133
873.85	0.160071699	-0.156561452	0.142428941	0.580530689	0.15242206
873.9	0.155519609	0.124227101	0.213689825	0.565262052	0.216211016
873.95	0.150966519	0.405014643	0.284935702	0.549993425	0.279985003
874	0.073812428	0.383862174	0.389872571	0.498912809	0.289666018
874.05	-0.003341663	0.362708694	0.494794434	0.447831203	0.299332064
874.1	-0.078054755	0.261752204	0.37730429	0.405585608	0.371529139
874.15	-0.152781848	0.160780703	0.259799139	0.363340024	0.443725244
874.2	0.052382059	0.097086191	0.234471981	0.30861145	0.399452378
874.25	0.257545965	0.033390669	0.209143817	0.253883886	0.355193542
874.3	0.395067871	0.031006136	0.129312645	0.117049333	0.313986736
874.35	0.532604776	0.028606592	0.049481467	-0.019801209	0.272780959
874.4	0.46880268	0.162727037	0.047637282	-0.007435741	0.314795212
874.45	0.404999584	0.296846472	0.045778089	0.004928738	0.356810494
874.5	0.139750488	0.310300896	0.28526689	0.157538227	0.303274807
874.55	-0.12548361	0.323739309	0.524755684	0.310161727	0.249740149
874.6	-0.081925707	0.286335712	0.663780472	0.472963237	0.28540752
874.65	-0.038366806	0.248931103	0.802821252	0.635765757	0.321089921
874.7	0.165469095	0.192454484	0.657194025	0.564756289	0.363395352
874.75	0.369305996	0.135961855	0.511565792	0.49376283	0.405699812
874.8	0.313849896	0.118211214	0.423097552	0.276026383	0.329200302
874.85	0.258393795	0.100475563	0.334629304	0.058272945	0.252715822
874.9	0.219554694	0.235160902	0.17066105	0.089986519	0.213767372
874.95	0.180730592	0.369861229	0.006692789	0.121685102	0.174834951
875	0.11558549	0.298109546	0.105113522	0.270250697	0.127250559
875.05	0.050455387	0.226372852	0.203535247	0.418816302	0.079651197
875.1	0.038914283	0.250889147	0.275039965	0.558561917	0.094612865
875.15	0.027372179	0.275405432	0.346544677	0.698292543	0.109574563
875.2	0.160439074	0.273524706	0.397557381	0.693201179	0.09172929
875.25	0.293504969	0.271657969	0.448570079	0.688110826	0.073885047
875.3	0.360881863	0.282212221	0.40818177	0.574179484	0.196756833
875.35	0.428259757	0.292766463	0.367778454	0.460232152	0.31964365
875.4	0.36247365	0.367957694	0.367232131	0.44510183	0.361674495
875.45	0.296702543	0.443163914	0.366684801	0.429970519	0.403721371
875.5	0.245869434	0.426054124	0.225283465	0.280928219	0.360958276
875.55	0.195036326	0.408944322	0.083882121	0.131886929	0.31819621
875.6	0.179009217	0.35690651	0.176993771	0.083338649	0.348203175
875.65	0.162997107	0.304869688	0.270105414	0.03477638	0.378195169
875.7	0.189160996	0.230111855	0.315701049	0.012367122	0.472793192
875.75	0.215323885	0.15533901	0.361280678	-0.010042126	0.567390246
875.8	0.375931774	0.264190156	0.4361733	0.148212637	0.429627328
875.85	0.536540662	0.37302729	0.511049916	0.30648241	0.291863441
875.9	0.397267549	0.313528414	0.566777524	0.528183194	0.383455583
875.95	0.257980436	0.254013527	0.622489125	0.749868988	0.475047755
876	0.123987322	0.263286629	0.54818072	0.646099793	0.386905956
876.05	-0.009990792	0.272558721	0.473857308	0.542330608	0.298779188
876.1	0.134779093	0.345246802	0.490674888	0.486169434	0.206365448
876.15	0.279548977	0.417934872	0.507492462	0.43002327	0.113966739
876.2	0.418611861	0.403952931	0.378451029	0.318472117	0.104194059
876.25	0.557658744	0.38997098	0.24940959	0.206905974	0.094437408
876.3	0.505361627	0.271162018	0.152441143	0.178148842	0.184701788
876.35	0.453064509	0.152352045	0.055473689	0.14939172	0.274951197
876.4	0.296671391	0.175876062	0.124110229	0.337111609	0.268367635
876.45	0.140278272	0.199385068	0.192745761	0.524831508	0.261770103
876.5	0.000761152	0.355889063	0.343856287	0.600277418	0.346235601
876.55	-0.138770968	0.512379047	0.494980806	0.675707339	0.430687129
876.6	-0.050290089	0.512389021	0.555926318	0.64399027	0.448609686
876.65	0.03818979	0.512414984	0.616872823	0.612273211	0.466532273
876.7	0.284506668	0.428241936	0.481407322	0.600515163	0.566394889
876.75	0.530823546	0.344084877	0.345941813	0.588756126	0.666272535
876.8	0.534739423	0.368112808	0.169490297	0.413775099	0.521643211
876.85	0.538640299	0.392155728	-0.006960225	0.238778082	0.377013916
876.9	0.485183175	0.322249638	0.113968246	0.230270077	0.320077651
876.95	0.431741051	0.252344536	0.23489571	0.221761081	0.263140416
877	0.298113925	0.287068424	0.300755167	0.257046096	0.35393921
877.05	0.164502799	0.321777301	0.366598617	0.292330122	0.444738034
877.1	0.250693673	0.420649168	0.60436306	0.267465158	0.422545888
877.15	0.336869546	0.519521024	0.842127496	0.242599205	0.400368771
877.2	0.402598418	0.400725869	0.881725926	0.329000262	0.414614684
877.25	0.46834329	0.281931703	0.921324348	0.41538733	0.428859626
877.3	0.452941162	0.290822526	0.861023764	0.345401408	0.430715598
877.35	0.437540032	0.299728339	0.800722173	0.275400497	0.4325716
877.4	0.196551902	0.329722141	0.612370575	0.307434596	0.330315631
877.45	-0.044420228	0.359715933	0.42403297	0.339484706	0.228060692
877.5	0.030387641	0.443404713	0.391716358	0.472729826	0.180310783
877.55	0.105195509	0.527109483	0.359415739	0.605975957	0.132544904
877.6	0.463420377	0.397923243	0.374035114	0.598872098	0.153275053
877.65	0.821646245	0.268737991	0.388639481	0.59175225	0.173991233
877.7	0.793015111	0.254526729	0.390792842	0.673332413	0.148487442
877.75	0.764367977	0.240300456	0.392946196	0.754911586	0.122969681
877.8	0.488391843	0.456787172	0.328327542	0.763051769	0.15793695
877.85	0.212415708	0.673257878	0.263708882	0.771174963	0.192889248
877.9	0.014213572	0.534229573	0.372841216	0.716875167	0.251675576
877.95	-0.184003564	0.395202257	0.481973542	0.662576382	0.310461933
878	-0.079364701	0.47225393	0.549648861	0.622451608	0.37094232
878.05	0.025275162	0.549305593	0.617308174	0.582327844	0.431422737
878.1	0.255204024	0.439238245	0.499725479	0.357129091	0.486379183
878.15	0.485132886	0.329171887	0.382127778	0.131916348	0.541335659
878.2	0.657337747	0.285068517	0.25677807	0.132471615	0.573511165
878.25	0.829527607	0.240980137	0.131444355	0.133027893	0.6056867
878.3	0.667351467	0.254936746	0.272468633	0.142174182	0.660811265
878.35	0.505175326	0.268893345	0.413506904	0.151320481	0.71595086
